OTU	ERR0000001	ERR0000002	ERR0000003	classification
ERR3:170490.696317	0	0	5	Eukaryota;Chordata;Amphibia;Caudata;Plethodontidae;Batrachoseps;Batrachoseps wrighti
ERR3:248270.704171	0	0	5	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:256030.657673	0	0	5	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:574590.676313	0	0	5	Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus germaini
ERR3:79140.722616	0	0	5	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles nimbus
ERR1:102300.726086	4	0	0	Eukaryota;Annelida;Hirudinida;Arhynchobdellida;Haemopidae;Whitmania;Whitmania pigra
ERR1:107540.714366	4	0	0	Eukaryota;Chordata;Actinopteri;Anguilliformes;Anguillidae;Anguilla;Anguilla nebulosa
ERR1:113090.647532	4	0	0	Eukaryota;Chordata;Squamata;Dipsadidae;Hypsiglena;Hypsiglena torquata
ERR1:119540.619196	2	0	2	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR1:120130.698844	1	3	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:123800.725487	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:125430.735741	3	1	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:142670.726569	4	0	0	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
ERR1:146080.606280	2	2	0	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium brevipar
ERR1:147100.666522	3	0	1	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:15620.703465	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Micropezidae;Grallipeza;Grallipeza vicina
ERR1:15950.606054	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:15960.692247	4	0	0	Eukaryota;Chordata;Mammalia;Insectivora;Soricidae;Crocidura;Crocidura mindorus
ERR1:16080.724332	4	0	0	Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Gobiobotia;Gobiobotia intermedia
ERR1:16190.737447	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Metopomyza;Metopomyza flavonotata
ERR1:202490.633903	1	0	3	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:21150.671757	3	1	0	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Clusiodes;Clusiodes verticalis
ERR1:212860.705194	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:214520.617568	2	0	2	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:22330.640967	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:242510.618130	4	0	0	Eukaryota;Arthropoda;Insecta;Hemiptera;Hydrometridae;Hydrometra;Hydrometra greeni
ERR1:250700.711709	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Deuterophlebiidae;Deuterophlebia;Deuterophlebia coloradensis
ERR1:255990.684122	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:286860.615839	3	1	0	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Nanopsalta;Nanopsalta basalis
ERR1:295200.625581	2	2	0	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Clusiodes;Clusiodes verticalis
ERR1:318530.664374	4	0	0	Eukaryota;Platyhelminthes;Cestoda;Tetrabothriidea;Tetrabothriidae;Tetrabothrius;Tetrabothrius erostris
ERR1:326730.644216	3	1	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:351600.685890	2	0	2	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:374670.658693	2	0	2	Eukaryota;Platyhelminthes;Cestoda;Tetrabothriidea;Tetrabothriidae;Tetrabothrius;Tetrabothrius erostris
ERR1:381980.721910	4	0	0	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche yenisar
ERR1:386300.601434	1	0	3	Eukaryota;Mollusca;Gastropoda;Diplommatinidae;Diplommatina;Diplommatina prava
ERR1:395710.614885	4	0	0	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Chlorophanus;Chlorophanus sibiricus
ERR1:399670.712692	4	0	0	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta herveyensis (nomen nudum)
ERR1:437710.702213	1	3	0	Eukaryota;Nematoda;Chromadorea;Rhabditida;Filaroididae;Parafilaroides;Parafilaroides normani
ERR1:438220.691085	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium anatinum
ERR1:46880.621801	2	2	0	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Euryalidae;Sthenocephalus;Sthenocephalus anopla
ERR1:472910.712284	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila medioimpressa
ERR1:505720.719646	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:522900.690954	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium brevipar
ERR1:531660.695808	1	0	3	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:619530.720556	1	1	2	Eukaryota;Arthropoda;Insecta;Diptera;Micropezidae;Grallipeza;Grallipeza vicina
ERR1:633990.697137	1	0	3	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:650880.606146	1	1	2	Eukaryota;Arthropoda;Insecta;Coleoptera;Lampyridae;Brachylampis;Brachylampis blaisdelli
ERR1:684310.621990	1	0	3	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:70660.714265	4	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:83040.733969	4	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:100290.713480	0	4	0	Eukaryota;Cnidaria;Anthozoa;Antipatharia;Antipathidae;Stichopathes;Stichopathes lutkeni
ERR2:107030.708795	0	4	0	Eukaryota;Acanthocephala;Eoacanthocephala;Gyracanthocephala;Quadrigyridae;Pallisentis;Pallisentis celatus
ERR2:116800.635600	0	4	0	Eukaryota;Chordata;Testudines;Chelidae;Phrynops;Phrynops hilarii
ERR2:120640.681360	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Porocephalida;Armilliferidae;Armillifer;Armillifer armillatus
ERR2:120760.726949	0	4	0	Eukaryota;Platyhelminthes;Monogenea;Gyrodactylidae;Paragyrodactylus;Paragyrodactylus variegatus
ERR2:124060.725752	0	4	0	Eukaryota;Chordata;Mammalia;Primates;Atelidae;Alouatta;Alouatta caraya
ERR2:130850.689674	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR2:133820.732049	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR2:135270.632495	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Stegana;Stegana singularis
ERR2:14000.624712	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila frotapessoai
ERR2:141470.627058	0	1	3	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:144950.614611	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Tabanidae;Chrysops;Chrysops carbonarius
ERR2:145410.713784	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:172430.730236	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:177830.626693	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:182120.735568	0	4	0	Eukaryota;Arthropoda;Insecta;Trichoptera;Philopotamidae;Chimarra;Chimarra veveensis
ERR2:193750.719898	0	4	0	Eukaryota;Arthropoda;Insecta;Mecoptera;Panorpidae;Sinopanorpa;Sinopanorpa digitiformis
ERR2:206770.698758	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila latifshahi
ERR2:207100.726270	0	4	0	Eukaryota;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Phyllophaga;Phyllophaga pearliae
ERR2:216450.721504	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:216990.742942	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Aulagromyza;Aulagromyza luteoscutellata
ERR2:229160.711209	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:253710.697859	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Aulagromyza;Aulagromyza luteoscutellata
ERR2:254690.702554	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:255710.731031	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:256690.722075	0	4	0	Eukaryota;Arthropoda;Insecta;Orthoptera;Tetrigidae;Alulatettix;Alulatettix yunnanensis
ERR2:262720.604343	0	4	0	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche yenisar
ERR2:303850.718835	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:334960.738138	0	4	0	Eukaryota;Mollusca;Gastropoda;Calyptraeidae;Crepidula;Crepidula norrisiarum
ERR2:347030.742428	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila mediopicta
ERR2:367790.727013	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:369600.728419	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:388800.741607	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:428040.740848	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:429040.640647	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila hamifera
ERR2:435430.607533	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:447480.738108	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Euchaetidae;Paraeuchaeta;Paraeuchaeta rubra
ERR2:476710.690969	0	4	0	Eukaryota;Mollusca;Gastropoda;Cerithiopsidae;Seila;Seila morishimai
ERR2:505770.729351	0	4	0	Eukaryota;Arthropoda;Insecta;Coleoptera;Scirtidae;Pseudomicrocara;Pseudomicrocara anthophilia
ERR2:543040.708925	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:565580.735225	0	4	0	Eukaryota;Arthropoda;Insecta;Mecoptera;Panorpidae;Sinopanorpa;Sinopanorpa digitiformis
ERR2:621380.737836	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:679550.650278	0	1	3	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Clusiodes;Clusiodes johnsoni
ERR2:701830.696722	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:70640.701031	0	4	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:94640.722587	0	4	0	Eukaryota;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Bruchidius;Bruchidius siliquastri
ERR2:96840.696181	0	4	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Aulagromyza;Aulagromyza luteoscutellata
ERR3:1000450.701676	0	0	4	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1005160.694130	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Aulagromyza;Aulagromyza luteoscutellata
ERR3:1008370.712206	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1047200.712870	0	0	4	Eukaryota;Arthropoda;Insecta;Mecoptera;Bittacidae;Bittacus;Bittacus sinensis
ERR3:1051720.620541	0	1	3	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1053660.719287	0	0	4	Eukaryota;Nematoda;Chromadorea;Spirurida;Onchocercidae;Onchocerca;Onchocerca flexuosa
ERR3:1055280.677722	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1056300.710075	0	0	4	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1064000.666166	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1067810.715780	0	0	4	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1069010.648633	0	0	4	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1079490.670236	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1082490.686433	0	0	4	Eukaryota;Arthropoda;Arachnida;Ixodida;Ixodidae;Haemaphysalis;Haemaphysalis parva
ERR3:1087720.704540	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Hybotidae;Platypalpus;Platypalpus luteus
ERR3:108850.711137	0	0	4	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Hydatigera;Hydatigera krepkogorski
ERR3:1089080.715695	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1092630.671210	0	0	4	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1096680.708193	0	0	4	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1106230.739905	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Stegana;Stegana singularis
ERR3:1127440.713495	0	0	4	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Hydatigera;Hydatigera krepkogorski
ERR3:1141560.696909	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1147420.617126	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:1191680.726784	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles lutzii s. l. 1 RS16
ERR3:1195930.727236	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1198100.698502	0	0	4	Eukaryota;Arthropoda;Insecta;Lepidoptera;Tortricidae;Argyrotaenia;Argyrotaenia kimballi
ERR3:1203010.688954	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Stegana;Stegana singularis
ERR3:1209720.720552	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:1214020.666477	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1223650.711215	0	0	4	Eukaryota;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus lobidens
ERR3:124180.748785	0	0	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Formicidae;Cephalotes;Cephalotes biguttatus
ERR3:1300230.674057	0	0	4	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1300670.689258	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1320330.632161	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:135680.697468	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:170580.714869	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:189740.702395	0	0	4	Eukaryota;Arthropoda;Insecta;Coleoptera;Lucanidae;Lucanus;Lucanus hermani
ERR3:196020.703558	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Pseudostegana;Pseudostegana angustifasciata
ERR3:21440.699899	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza aquilegioides
ERR3:243240.715671	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Sarcophaga;Sarcophaga pumila
ERR3:264750.677600	0	0	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Agaonidae;Kradibia;Kradibia salembensis
ERR3:299700.722176	0	0	4	Eukaryota;Chordata;Amphibia;Anura;Arthroleptidae;Cardioglossa;Cardioglossa leucomystax
ERR3:307510.720213	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles quadrimaculatus A
ERR3:339660.694768	0	0	4	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:417670.602431	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:425820.632292	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Hydrobaenus;Hydrobaenus biwaquartus
ERR3:428170.666683	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:479630.729282	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Hybotidae;Platypalpus;Platypalpus vegetus
ERR3:497210.725297	0	0	4	Eukaryota;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera uvarovi
ERR3:513560.695562	0	0	4	Eukaryota;Platyhelminthes;Cestoda;Tetraphyllidea;Onchobothriidae;Pachybothrium;Pachybothrium hutsoni
ERR3:525380.661167	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:54680.615660	0	0	4	Eukaryota;Arthropoda;Insecta;Hymenoptera;Agaonidae;Dolichoris;Dolichoris subtrinervianae
ERR3:549700.690757	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Metopomyza;Metopomyza flavonotata
ERR3:582860.714688	0	0	4	Eukaryota;Annelida;Polychaeta;Terebellida;Ampharetidae;Auchenoplax;Auchenoplax crinita
ERR3:615830.648569	0	0	4	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR1:102600.651310	3	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR1:104760.667726	2	0	1	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR1:106320.663420	3	0	0	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR1:10850.674819	3	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Hendelia;Hendelia gladiator
ERR1:115040.658531	3	0	0	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR1:116240.680347	3	0	0	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR1:11930.728760	2	1	0	Eukaryota;Arthropoda;Insecta;Phthiraptera;Boopidae;Heterodoxus;Heterodoxus macropus
ERR1:128400.709216	3	0	0	Eukaryota;Chordata;Mammalia;Diprotodontia;Potoroidae;Hypsiprymnodon;Hypsiprymnodon moschatus
ERR1:131840.742325	3	0	0	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR1:137850.699880	3	0	0	Eukaryota;Chordata;Squamata;Viperidae;Causus;Causus defilippii
ERR1:13910.712075	3	0	0	Eukaryota;Platyhelminthes;Cestoda;Diphyllidea;Echinobothriidae;Echinobothrium;Echinobothrium harfordi
ERR1:139490.687924	3	0	0	Eukaryota;Chordata;Mammalia;Hippopotamidae;Hexaprotodon;Hexaprotodon liberiensis
ERR1:140820.697099	1	0	2	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:144700.697195	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:147450.724136	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:14820.701518	3	0	0	Eukaryota;Arthropoda;Insecta;Archaeognatha;Machilidae;Songmachilis;Songmachilis xinxiangensis
ERR1:150560.717992	2	1	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:157860.663805	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:158750.705161	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:160080.681573	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:160490.633558	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:162500.728312	1	1	1	Eukaryota;Arthropoda;Insecta;Diptera;Sciomyzidae;Tetanocera;Tetanocera oxia
ERR1:16860.697650	2	1	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:171140.711599	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:180570.632492	2	1	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:182190.724373	3	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium brevipar
ERR1:18840.668740	2	0	1	Eukaryota;Arthropoda;Insecta;Mantodea;Empusidae;Gongylus;Gongylus gongylodes
ERR1:188950.731523	3	0	0	Eukaryota;Arthropoda;Maxillopoda;Cyclopoida;Cyclopidae;Diacyclops;Diacyclops belgicus
ERR1:190570.730875	3	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Dicrotendipes;Dicrotendipes pulsus
