OTU	ERR0000001	ERR0000002	ERR0000003	classification
ERR2:707300.744472	0	3	0	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche yenisar
ERR2:715630.695714	0	3	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Aulagromyza;Aulagromyza luteoscutellata
ERR2:717430.691442	0	1	2	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche yenisar
ERR2:719080.730003	0	3	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:724740.620295	0	1	2	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Nemorilla;Nemorilla floralis
ERR2:76360.706789	0	3	0	Eukaryota;Mollusca;Bivalvia;Ostreoida;Ostreidae;Ostrea;Ostrea lurida
ERR2:800990.728349	0	3	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR2:836440.605364	0	2	1	Eukaryota;Porifera;Demospongiae;Hadromerida;Tethyidae;Tethya;Tethya actinia
ERR2:839340.658166	0	1	2	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta conflua (nomen nudum)
ERR2:94610.728913	0	3	0	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1005350.662630	0	0	3	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1010610.664653	0	0	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Dytiscidae;Rhantus;Rhantus vitiensis
ERR3:1015930.709282	0	0	3	Eukaryota;Arthropoda;Insecta;Phthiraptera;Polyplacidae;Polyplax;Polyplax asiatica
ERR3:1016340.678256	0	0	3	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1021060.695307	0	0	3	Eukaryota;Porifera;Homoscleromorpha;Homosclerophorida;Plakinidae;Plakina;Plakina jani
ERR3:1029550.706249	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Metopomyza;Metopomyza flavonotata
ERR3:1032020.692264	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1037260.705570	0	0	3	Eukaryota;Arthropoda;Maxillopoda;Calanoida;Tortanidae;Tortanus;Tortanus discaudatus
ERR3:1043270.667235	0	0	3	Eukaryota;Annelida;Hirudinida;Arhynchobdellida;Haemopidae;Whitmania;Whitmania pigra
ERR3:1046720.657835	0	0	3	Eukaryota;Cnidaria;Anthozoa;Scleractinia;Dendrophylliidae;Dendrophyllia;Dendrophyllia cribrosa
ERR3:1046780.681479	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1047600.705854	0	0	3	Eukaryota;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera uvarovi
ERR3:1049530.718815	0	0	3	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Hydatigera;Hydatigera krepkogorski
ERR3:1055700.722741	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:1058880.682635	0	0	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Pauropsalta;Pauropsalta herveyensis (nomen nudum)
ERR3:1061060.714955	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Hybotidae;Platypalpus;Platypalpus niger
ERR3:1062180.676487	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1071250.651381	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila setula
ERR3:1073510.702445	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1077870.636807	0	0	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Cambaridae;Orconectes;Orconectes punctimanus
ERR3:1082990.715227	0	0	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus distinguendus
ERR3:1083040.673875	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1084620.651413	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1086780.719270	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1089600.710743	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1089910.672252	0	0	3	Eukaryota;Chordata;Mammalia;Rodentia;Dipodidae;Jaculus;Jaculus jaculus
ERR3:1092010.696001	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1092360.729918	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Leucophenga;Leucophenga angusta
ERR3:1092960.695031	0	0	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Miridae;Pycnocoris;Pycnocoris ursinus
ERR3:1094920.710383	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:1095120.717140	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sciomyzidae;Pherbellia;Pherbellia argyra
ERR3:1095570.724011	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1102140.705469	0	0	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Mutillidae;Wallacidia;Wallacidia oculata
ERR3:1107000.673271	0	0	3	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR3:1113790.705702	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles quadrimaculatus A
ERR3:1118740.651316	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1119100.718685	0	0	3	Eukaryota;Arthropoda;Insecta;Orthoptera;Tetrigidae;Alulatettix;Alulatettix yunnanensis
ERR3:1125670.612832	0	0	3	Eukaryota;Chordata;Chondrichthyes;Orectolobiformes;Orectolobidae;Orectolobus;Orectolobus japonicus
ERR3:1130180.685835	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1133340.672614	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1134200.666708	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:1134790.711147	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1137290.722523	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza aquilegioides
ERR3:1145590.645156	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1147550.618085	0	0	3	Eukaryota;Arthropoda;Insecta;Lepidoptera;Riodinidae;Helicopis;Helicopis cupido
ERR3:1149750.726792	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1150840.718606	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1152050.649751	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1157800.698155	0	0	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Anthocoridae;Anthocoris;Anthocoris dividens
ERR3:116140.725749	0	0	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Tenthredinidae;Euura;Euura nimba
ERR3:1161820.700350	0	0	3	Eukaryota;Chordata;Actinopteri;Gymnotiformes;Gymnotidae;Electrophorus;Electrophorus electricus
ERR3:1162170.676852	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1171350.620960	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1176730.721265	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1185650.718343	0	0	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Chlorophanus;Chlorophanus sibiricus
ERR3:1196350.710654	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Metopomyza;Metopomyza flavonotata
ERR3:1196590.713788	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:120420.731075	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1204970.669989	0	0	3	Eukaryota;Arthropoda;Insecta;Orthoptera;Tetrigidae;Alulatettix;Alulatettix yunnanensis
ERR3:1211790.702656	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:121910.706605	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles quadrimaculatus A
ERR3:1227300.689997	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1227520.684558	0	0	3	Eukaryota;Platyhelminthes;Cestoda;Cyclophyllidea;Taeniidae;Hydatigera;Hydatigera krepkogorski
ERR3:1231700.705867	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Hendelia;Hendelia gladiator
ERR3:1238670.700017	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza aquilegioides
ERR3:1241030.719147	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1244520.719000	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1265510.644681	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1278700.661382	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:129890.672327	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:1301580.704987	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1301650.687790	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:1304480.715169	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:1304770.704461	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1306560.708508	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1306610.730678	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles quadrimaculatus A
ERR3:1307840.733238	0	0	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Parathelphusidae;Austrothelphusa;Austrothelphusa transversa
ERR3:1309370.730539	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Cheilosia;Cheilosia latifrons
ERR3:1310360.724362	0	0	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Lucanidae;Lucanus;Lucanus hermani
ERR3:1311370.712985	0	0	3	Eukaryota;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Eupholidoptera;Eupholidoptera uvarovi
ERR3:1323350.676720	0	0	3	Eukaryota;Chordata;Mammalia;Rodentia;Dipodidae;Jaculus;Jaculus jaculus
ERR3:1324780.703820	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1325160.733483	0	0	3	Eukaryota;Chordata;Squamata;Pythonidae;Python;Python regius
ERR3:1341000.704797	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:134200.705418	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1344740.719939	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1345110.691947	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:1353520.629175	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:1359880.715819	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:1364300.686802	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:136960.692332	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:137960.731640	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:138920.713828	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Tachinidae;Archytas;Archytas marmoratus
ERR3:141430.665602	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:154080.703312	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium sofiani
ERR3:155510.735029	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Orthocladius;Orthocladius telochaetus
ERR3:157050.719731	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Pseudostegana;Pseudostegana angustifasciata
ERR3:15810.722708	0	0	3	Eukaryota;Chordata;Squamata;Pythonidae;Python;Python regius
ERR3:162110.718847	0	0	3	Eukaryota;Hemichordata;Enteropneusta;Ptychoderidae;Balanoglossus;Balanoglossus clavigerus
ERR3:162870.709499	0	0	3	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR3:167470.717798	0	0	3	Eukaryota;Platyhelminthes;Cestoda;Proteocephalidea;Proteocephalidae;Proteocephalus;Proteocephalus macrocephalus
ERR3:178870.741194	0	0	3	Eukaryota;Chordata;Squamata;Sphaerodactylidae;Teratoscincus;Teratoscincus scincus
ERR3:18250.714008	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Orthocladius;Orthocladius telochaetus
ERR3:184220.715264	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Pseudostegana;Pseudostegana angustifasciata
ERR3:195050.706256	0	0	3	Eukaryota;Chordata;Mammalia;Rodentia;Dipodidae;Jaculus;Jaculus jaculus
ERR3:200870.701182	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:209680.714002	0	0	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus lobidens
ERR3:22000.722758	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila karakasa
ERR3:228910.715296	0	0	3	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche yenisar
ERR3:233250.706306	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:24450.609213	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:247980.630051	1	0	2	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:248120.673731	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:255520.671733	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:26800.669761	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:275070.658568	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:28620.681083	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:301110.710748	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:305220.680614	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Anopheles;Anopheles quadrimaculatus A
ERR3:305740.710273	0	0	3	Eukaryota;Arthropoda;Insecta;Trichoptera;Hydropsychidae;Hydropsyche;Hydropsyche yenisar
ERR3:306150.711685	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila setula
ERR3:306780.660575	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Hendelia;Hendelia gladiator
ERR3:30840.700859	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:310250.706111	0	0	3	Eukaryota;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Dasycercus;Dasycercus cristicauda
ERR3:37340.700510	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Hendelia;Hendelia gladiator
ERR3:383170.641376	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:39050.709684	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Hybotidae;Platypalpus;Platypalpus clarandus
ERR3:39080.714042	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Drosophila;Drosophila setula
ERR3:446800.638636	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:464920.713122	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:465310.716873	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:502700.715070	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Clusiidae;Hendelia;Hendelia gladiator
ERR3:507810.705182	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Syrphidae;Cheilosia;Cheilosia latifrons
ERR3:510000.646032	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:520640.694116	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:526950.709098	0	0	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Menippidae;Myomenippe;Myomenippe fornasinii
ERR3:540920.667803	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:550020.709507	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Orthocladius;Orthocladius telochaetus
ERR3:556900.704678	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Metopomyza;Metopomyza flavonotata
ERR3:576770.692880	0	0	3	Eukaryota;Arthropoda;Insecta;Hymenoptera;Apidae;Ceratina;Ceratina tanganyicensis
ERR3:582050.715383	0	0	3	Eukaryota;Chordata;Amphibia;Anura;Hyperoliidae;Hyperolius;Hyperolius ocellatus
ERR3:589090.681256	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:602700.713875	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:632380.685961	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:634680.652776	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Simuliidae;Simulium;Simulium podostemi
ERR3:640680.713336	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:65980.648719	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:661960.631629	0	0	3	Eukaryota;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;Alpheus lobidens
ERR3:711980.635111	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:713650.707495	0	0	3	Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pseudochydorus;Pseudochydorus globosus
ERR3:716960.718704	0	0	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Hydrometridae;Hydrometra;Hydrometra greeni
ERR3:729880.672676	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
ERR3:740260.706742	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza aquilegioides
ERR3:779950.693814	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR3:782380.708928	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:78460.719970	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:795050.701924	0	0	3	Eukaryota;Arthropoda;Insecta;Hemiptera;Cicadidae;Popplepsalta (nomen nudum);Popplepsalta aeroides (nomen nudum)
ERR3:795210.708294	0	0	3	Eukaryota;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aleochara;Aleochara castaneipennis
ERR3:813660.716239	0	0	3	Eukaryota;Chordata;Mammalia;Rodentia;Dipodidae;Jaculus;Jaculus jaculus
ERR3:861890.699657	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:937470.624952	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:974190.692588	0	0	3	Eukaryota;Arthropoda;Insecta;Diptera;Mycetophilidae;Sciophila;Sciophila pseudoflexuosa
ERR1:152180.602737	1	1	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR1:179270.705996	2	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Phytomyza;Phytomyza aquilegioides
ERR1:448660.611047	2	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR1:531240.675891	2	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR1:629100.642016	2	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Agromyzidae;Cerodontha;Cerodontha atronitens
ERR2:745080.609381	0	1	1	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR2:852500.698834	0	2	0	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR3:396250.646196	0	0	2	Eukaryota;Arthropoda;Insecta;Diptera;Drosophilidae;Scaptomyza;Scaptomyza palmae
ERR3:568750.703383	0	0	2	Eukaryota;Echinodermata;Ophiuroidea;Euryalida;Euryalidae;Asteromorpha;Asteromorpha rousseaui
ERR3:870150.695382	0	0	2	Eukaryota;Arthropoda;Insecta;Diptera;Sarcophagidae;Amobia;Amobia erythrura
ERR1:344830.644109	1	0	0	Eukaryota;Arthropoda;Insecta;Diptera;Chironomidae;Polypedilum;Polypedilum quadriguttatum
